indicator,County,Year,subgroup1,subgroup_cat1,subgroup2,subgroup_cat2,aaRate10K,aaRate10Kpy,count,cRate10K,cRate10Kpy,dailyMean
Hospitalizations,NYS excluding NYC,2015-2017,AgeGroup,35+,Total,,82.57,27.5233,61216,96.79,32.262,55.854
Hospitalizations,NYS excluding NYC,2016,Total,,Total,,14.457,14.4567,20879,18.7,18.699,57.046
Hospitalizations,NYS excluding NYC,2016-2018,AgeGroup,35+,Total,,82.043,27.3478,61398,96.93,32.31,56.02
Hospitalizations,NYS excluding NYC,2017,Total,,Total,,14.43,14.4304,21069,18.89,18.892,57.723
Hospitalizations,NYS excluding NYC,2018,Total,,Total,,13.525,13.5253,19914,17.87,17.871,54.559
Hospitalizations,New York City,2000,Total,,Total,,19.115,19.1152,14477,18.06,18.057,39.555
Hospitalizations,New York City,2000-2002,AgeGroup,35+,Total,,112.019,37.3397,43822,110.93,36.978,39.984
Hospitalizations,New York City,2000-2018,AgeGroup,35+,Total,,544.573,28.6617,235476,564.09,29.689,33.93
Hospitalizations,New York City,2001,Total,,Total,,19.426,19.4259,14889,18.47,18.473,40.792
Hospitalizations,New York City,2001-2003,AgeGroup,35+,Total,,112.786,37.5953,44600,111.92,37.306,40.731
Hospitalizations,New York City,2002,Total,,Total,,19.095,19.0952,14823,18.36,18.363,40.611
Hospitalizations,New York City,2002-2004,AgeGroup,35+,Total,,112.384,37.4614,44849,111.86,37.287,40.921
Hospitalizations,New York City,2003,Total,,Total,,19.504,19.5036,15252,18.9,18.904,41.786
Hospitalizations,New York City,2003-2005,AgeGroup,35+,Total,,109.127,36.3758,43894,108.96,36.321,40.049
Hospitalizations,New York City,2004,Total,,Total,,19.249,19.2489,15159,18.85,18.847,41.418
Hospitalizations,New York City,2004-2006,AgeGroup,35+,Total,,103.509,34.5031,41916,103.72,34.574,38.245
Hospitalizations,New York City,2005,Total,,Total,,17.41,17.41,13830,17.26,17.259,37.89
Hospitalizations,New York City,2005-2007,AgeGroup,35+,Total,,95.008,31.6694,38795,95.69,31.898,35.429
Hospitalizations,New York City,2006,Total,,Total,,16.61,16.6105,13264,16.59,16.593,36.34
Hospitalizations,New York City,2006-2008,AgeGroup,35+,Total,,90.44,30.1466,37220,91.48,30.492,33.96
Hospitalizations,New York City,2007,Total,,Total,,14.891,14.8906,12011,14.99,14.988,32.907
Hospitalizations,New York City,2007-2009,AgeGroup,35+,Total,,86.711,28.9036,36102,88.24,29.412,32.94
Hospitalizations,New York City,2008,Total,,Total,,15.122,15.1221,12296,15.24,15.24,33.596
Hospitalizations,New York City,2008-2010,AgeGroup,35+,Total,,84.885,28.2951,35826,86.91,28.97,32.688
Hospitalizations,New York City,2009,Total,,Total,,14.664,14.6643,12130,14.92,14.917,33.233
Hospitalizations,New York City,2009-2011,AgeGroup,35+,Total,,80.869,26.9564,34736,83.43,27.808,31.722
Hospitalizations,New York City,2010,Total,,Total,,13.959,13.9593,11730,14.32,14.322,32.137
Hospitalizations,New York City,2010-2012,AgeGroup,35+,Total,,77.554,25.8515,33972,80.61,26.871,30.996
Hospitalizations,New York City,2011,Total,,Total,,13.08,13.0795,11204,13.54,13.543,30.696
Hospitalizations,New York City,2011-2013,AgeGroup,35+,Total,,73.944,24.6481,33086,77.55,25.849,30.188
Hospitalizations,New York City,2012,Total,,Total,,12.96,12.9597,11375,13.63,13.626,31.079
Hospitalizations,New York City,2012-2014,AgeGroup,35+,Total,,71.335,23.7782,32610,75.56,25.188,29.754
Hospitalizations,New York City,2013,Total,,Total,,12.086,12.0862,10824,12.89,12.888,29.655
Hospitalizations,New York City,2013-2015,AgeGroup,35+,Total,,68.905,22.9684,32110,73.63,24.545,29.324
Hospitalizations,New York City,2014,Total,,Total,,11.706,11.7061,10688,12.67,12.667,29.282
Hospitalizations,New York City,2014-2016,AgeGroup,35+,Total,,68.309,22.7697,32426,73.69,24.565,29.586
Hospitalizations,New York City,2015,Total,,Total,,11.714,11.7144,10884,12.85,12.853,29.819
Hospitalizations,New York City,2015-2017,AgeGroup,35+,Total,,67.035,22.3449,32277,72.89,24.296,29.45
Hospitalizations,New York City,2016,Total,,Total,,11.776,11.7764,11150,13.15,13.155,30.464
Hospitalizations,New York City,2016-2018,AgeGroup,35+,Total,,66.428,22.1426,32417,72.97,24.322,29.578
Hospitalizations,New York City,2017,Total,,Total,,11.071,11.0709,10545,12.5,12.497,28.89
Hospitalizations,New York City,2018,Total,,Total,,11.4,11.3995,11019,13.12,13.12,30.189
Hospitalizations,New York State,2000,AgeGroup,0-34,Total,,,,303,0.33,0.329,0.828
Hospitalizations,New York State,2000,AgeGroup,35+,Total,,43.079,43.0791,42773,43.68,43.677,116.866
Hospitalizations,New York State,2000,AgeGroup,35-44,Total,,,,1912,6.22,6.223,5.224
Hospitalizations,New York State,2000,AgeGroup,45-54,Total,,,,5539,21.55,21.546,15.134
Hospitalizations,New York State,2000,AgeGroup,55-64,Total,,,,7634,45.01,45.011,20.858
Hospitalizations,New York State,2000,AgeGroup,65-74,Total,,,,9990,78.38,78.378,27.295
Hospitalizations,New York State,2000,AgeGroup,75-84,Total,,,,11331,130.98,130.984,30.959
Hospitalizations,New York State,2000,AgeGroup,85+,Total,,,,6367,202.9,202.897,17.396
Hospitalizations,New York State,2000,Month,1,AgeGroup,35+,3.793,44.7804,3765,3.84,45.391,121.452
Hospitalizations,New York State,2000,Month,1,Total,,1.949,23.0105,3786,1.99,23.524,122.129
Hospitalizations,New York State,2000,Month,10,AgeGroup,35+,3.809,44.9716,3783,3.86,45.608,122.032
Hospitalizations,New York State,2000,Month,10,Total,,1.962,23.1671,3814,2.01,23.698,123.032
Hospitalizations,New York State,2000,Month,11,AgeGroup,35+,3.866,47.168,3839,3.92,47.826,127.967
Hospitalizations,New York State,2000,Month,11,Total,,1.991,24.2863,3868,2.04,24.834,128.933
Hospitalizations,New York State,2000,Month,12,AgeGroup,35+,4.054,47.8606,4028,4.11,48.562,129.935
Hospitalizations,New York State,2000,Month,12,Total,,2.092,24.7001,4069,2.14,25.282,131.258
Hospitalizations,New York State,2000,Month,2,AgeGroup,35+,3.323,41.9436,3299,3.37,42.516,113.759
Hospitalizations,New York State,2000,Month,2,Total,,1.707,21.5423,3316,1.75,22.024,114.345
Hospitalizations,New York State,2000,Month,3,AgeGroup,35+,3.504,41.3685,3478,3.55,41.931,112.194
Hospitalizations,New York State,2000,Month,3,Total,,1.801,21.2657,3499,1.84,21.74,112.871
Hospitalizations,New York State,2000,Month,4,AgeGroup,35+,3.325,40.5642,3304,3.37,41.161,110.133
Hospitalizations,New York State,2000,Month,4,Total,,1.709,20.8477,3323,1.75,21.335,110.767
Hospitalizations,New York State,2000,Month,5,AgeGroup,35+,3.63,42.8524,3601,3.68,43.414,116.161
Hospitalizations,New York State,2000,Month,5,Total,,1.87,22.0757,3631,1.91,22.561,117.129
Hospitalizations,New York State,2000,Month,6,AgeGroup,35+,3.478,42.4298,3451,3.52,42.992,115.033
Hospitalizations,New York State,2000,Month,6,Total,,1.792,21.8597,3480,1.83,22.343,116.0
Hospitalizations,New York State,2000,Month,7,AgeGroup,35+,3.477,41.0472,3451,3.52,41.605,111.323
Hospitalizations,New York State,2000,Month,7,Total,,1.788,21.1146,3474,1.83,21.585,112.065
Hospitalizations,New York State,2000,Month,8,AgeGroup,35+,3.437,40.5762,3413,3.49,41.147,110.097
Hospitalizations,New York State,2000,Month,8,Total,,1.766,20.8503,3432,1.81,21.324,110.71
Hospitalizations,New York State,2000,Month,9,AgeGroup,35+,3.384,41.2847,3361,3.43,41.871,112.033
Hospitalizations,New York State,2000,Month,9,Total,,1.741,21.24,3384,1.78,21.727,112.8
Hospitalizations,New York State,2000,Total,,Total,,22.168,22.1679,43076,22.67,22.669,117.694
Hospitalizations,New York State,2000-2002,AgeGroup,0-34,Total,,,,932,1.02,0.338,0.85
Hospitalizations,New York State,2000-2002,AgeGroup,35+,Total,,127.855,42.6185,128617,129.99,43.329,117.351
Hospitalizations,New York State,2000-2002,AgeGroup,35-44,Total,,,,5818,19.01,6.336,5.308
Hospitalizations,New York State,2000-2002,AgeGroup,45-54,Total,,,,16794,64.06,21.355,15.323
Hospitalizations,New York State,2000-2002,AgeGroup,55-64,Total,,,,23077,131.9,43.967,21.056
Hospitalizations,New York State,2000-2002,AgeGroup,65-74,Total,,,,29097,229.57,76.522,26.548
Hospitalizations,New York State,2000-2002,AgeGroup,75-84,Total,,,,33819,385.35,128.451,30.857
Hospitalizations,New York State,2000-2002,AgeGroup,85+,Total,,,,20012,629.69,209.896,18.259
Hospitalizations,New York State,2000-2002,Month,1,AgeGroup,35+,11.585,45.5105,11650,11.77,46.252,125.269
Hospitalizations,New York State,2000-2002,Month,1,Total,,5.964,23.4284,11735,6.15,24.168,126.183
Hospitalizations,New York State,2000-2002,Month,10,AgeGroup,35+,11.029,43.3272,11097,11.22,44.057,119.323
Hospitalizations,New York State,2000-2002,Month,10,Total,,5.679,22.3097,11181,5.86,23.027,120.226
Hospitalizations,New York State,2000-2002,Month,11,AgeGroup,35+,10.749,43.6336,10814,10.93,44.364,120.156
Hospitalizations,New York State,2000-2002,Month,11,Total,,5.531,22.4518,10888,5.71,23.171,120.978
Hospitalizations,New York State,2000-2002,Month,12,AgeGroup,35+,11.608,45.5994,11682,11.81,46.379,125.613
Hospitalizations,New York State,2000-2002,Month,12,Total,,5.982,23.5,11781,6.18,24.263,126.677
Hospitalizations,New York State,2000-2002,Month,2,AgeGroup,35+,10.002,42.9904,10065,10.17,43.721,118.412
Hospitalizations,New York State,2000-2002,Month,2,Total,,5.147,22.1206,10134,5.31,22.835,119.224
Hospitalizations,New York State,2000-2002,Month,3,AgeGroup,35+,10.755,42.2498,10818,10.93,42.949,116.323
Hospitalizations,New York State,2000-2002,Month,3,Total,,5.537,21.7508,10898,5.71,22.444,117.183
Hospitalizations,New York State,2000-2002,Month,4,AgeGroup,35+,10.359,42.0488,10426,10.54,42.773,115.844
Hospitalizations,New York State,2000-2002,Month,4,Total,,5.327,21.6246,10492,5.5,22.329,116.578
Hospitalizations,New York State,2000-2002,Month,5,AgeGroup,35+,10.963,43.0675,11025,11.14,43.771,118.548
Hospitalizations,New York State,2000-2002,Month,5,Total,,5.641,22.1581,11100,5.82,22.86,119.355
Hospitalizations,New York State,2000-2002,Month,6,AgeGroup,35+,10.249,41.6029,10306,10.42,42.28,114.511
Hospitalizations,New York State,2000-2002,Month,6,Total,,5.278,21.4233,10385,5.44,22.101,115.389
Hospitalizations,New York State,2000-2002,Month,7,AgeGroup,35+,10.311,40.5062,10372,10.48,41.179,111.527
Hospitalizations,New York State,2000-2002,Month,7,Total,,5.309,20.8564,10450,5.48,21.522,112.366
Hospitalizations,New York State,2000-2002,Month,8,AgeGroup,35+,10.066,39.5428,10121,10.23,40.182,108.828
Hospitalizations,New York State,2000-2002,Month,8,Total,,5.177,20.3387,10186,5.34,20.978,109.527
Hospitalizations,New York State,2000-2002,Month,9,AgeGroup,35+,10.178,41.314,10241,10.35,42.014,113.789
Hospitalizations,New York State,2000-2002,Month,9,Total,,5.241,21.2744,10319,5.41,21.96,114.656
Hospitalizations,New York State,2000-2018,AgeGroup,0-34,Total,,,,5032,5.6,0.295,0.725
Hospitalizations,New York State,2000-2018,AgeGroup,35+,Total,,597.325,31.4381,666696,642.99,33.841,96.066
Hospitalizations,New York State,2000-2018,AgeGroup,35-44,Total,,,,28993,106.94,5.628,4.178
Hospitalizations,New York State,2000-2018,AgeGroup,45-54,Total,,,,89483,326.21,17.169,12.894
Hospitalizations,New York State,2000-2018,AgeGroup,55-64,Total,,,,135222,610.38,32.125,19.484
Hospitalizations,New York State,2000-2018,AgeGroup,65-74,Total,,,,146047,1023.05,53.845,21.044
Hospitalizations,New York State,2000-2018,AgeGroup,75-84,Total,,,,156781,1768.2,93.063,22.591
Hospitalizations,New York State,2000-2018,AgeGroup,85+,Total,,,,110170,2863.35,150.703,15.875
Hospitalizations,New York State,2000-2018,Month,1,AgeGroup,35+,53.994,33.4839,60280,58.14,36.053,102.343
Hospitalizations,New York State,2000-2018,Month,1,Total,,27.812,17.2476,60702,31.37,19.454,103.059
Hospitalizations,New York State,2000-2018,Month,10,AgeGroup,35+,50.78,31.4911,56671,54.66,33.894,96.216
Hospitalizations,New York State,2000-2018,Month,10,Total,,26.156,16.2206,57066,29.49,18.289,96.886
Hospitalizations,New York State,2000-2018,Month,11,AgeGroup,35+,48.87,31.3166,54594,52.65,33.74,95.779
Hospitalizations,New York State,2000-2018,Month,11,Total,,25.179,16.135,54986,28.42,18.21,96.467
Hospitalizations,New York State,2000-2018,Month,12,AgeGroup,35+,52.455,32.5294,58556,56.47,35.022,99.416
Hospitalizations,New York State,2000-2018,Month,12,Total,,27.046,16.7726,59017,30.5,18.914,100.199
Hospitalizations,New York State,2000-2018,Month,2,AgeGroup,35+,47.781,32.5005,53407,51.51,35.035,99.454
Hospitalizations,New York State,2000-2018,Month,2,Total,,24.647,16.7644,53848,27.83,18.929,100.276
Hospitalizations,New York State,2000-2018,Month,3,AgeGroup,35+,51.768,32.1036,57780,55.73,34.557,98.098
Hospitalizations,New York State,2000-2018,Month,3,Total,,26.678,16.5439,58208,30.08,18.655,98.825
Hospitalizations,New York State,2000-2018,Month,4,AgeGroup,35+,49.466,31.6984,55221,53.26,34.128,96.879
Hospitalizations,New York State,2000-2018,Month,4,Total,,25.495,16.3376,55638,28.75,18.425,97.611
Hospitalizations,New York State,2000-2018,Month,5,AgeGroup,35+,51.31,31.8196,57247,55.21,34.239,97.194
Hospitalizations,New York State,2000-2018,Month,5,Total,,26.458,16.4076,57701,29.82,18.492,97.964
Hospitalizations,New York State,2000-2018,Month,6,AgeGroup,35+,48.002,30.7605,53558,51.65,33.1,93.961
Hospitalizations,New York State,2000-2018,Month,6,Total,,24.766,15.8705,54012,27.91,17.887,94.758
Hospitalizations,New York State,2000-2018,Month,7,AgeGroup,35+,47.812,29.6499,53302,51.41,31.879,90.496
Hospitalizations,New York State,2000-2018,Month,7,Total,,24.629,15.2733,53678,27.74,17.203,91.134
Hospitalizations,New York State,2000-2018,Month,8,AgeGroup,35+,47.369,29.3758,52832,50.95,31.598,89.698
Hospitalizations,New York State,2000-2018,Month,8,Total,,24.422,15.1451,53245,27.52,17.064,90.399
Hospitalizations,New York State,2000-2018,Month,9,AgeGroup,35+,47.716,30.5768,53248,51.35,32.909,93.418
Hospitalizations,New York State,2000-2018,Month,9,Total,,24.581,15.752,53627,27.71,17.759,94.082
Hospitalizations,New York State,2001,AgeGroup,0-34,Total,,,,311,0.34,0.339,0.852
Hospitalizations,New York State,2001,AgeGroup,35+,Total,,42.604,42.6042,42845,43.27,43.269,117.384
Hospitalizations,New York State,2001,AgeGroup,35-44,Total,,,,1950,6.35,6.353,5.342
Hospitalizations,New York State,2001,AgeGroup,45-54,Total,,,,5619,21.3,21.3,15.395
Hospitalizations,New York State,2001,AgeGroup,55-64,Total,,,,7668,44.28,44.284,21.008
Hospitalizations,New York State,2001,AgeGroup,65-74,Total,,,,9744,76.9,76.898,26.696
Hospitalizations,New York State,2001,AgeGroup,75-84,Total,,,,11162,127.13,127.135,30.581
Hospitalizations,New York State,2001,AgeGroup,85+,Total,,,,6702,210.94,210.938,18.362
Hospitalizations,New York State,2001,Month,1,AgeGroup,35+,3.959,46.6105,3981,4.02,47.337,128.419
Hospitalizations,New York State,2001,Month,1,Total,,2.038,24.0011,4011,2.1,24.748,129.387
Hospitalizations,New York State,2001,Month,10,AgeGroup,35+,3.639,42.8447,3660,3.7,43.52,118.065
Hospitalizations,New York State,2001,Month,10,Total,,1.873,22.0508,3686,1.93,22.743,118.903
Hospitalizations,New York State,2001,Month,11,AgeGroup,35+,3.432,41.7561,3453,3.49,42.427,115.1
Hospitalizations,New York State,2001,Month,11,Total,,1.763,21.4502,3471,1.82,22.13,115.7
Hospitalizations,New York State,2001,Month,12,AgeGroup,35+,3.708,43.6635,3728,3.76,44.328,120.258
Hospitalizations,New York State,2001,Month,12,Total,,1.912,22.5108,3761,1.97,23.206,121.323
Hospitalizations,New York State,2001,Month,2,AgeGroup,35+,3.293,42.9263,3312,3.34,43.601,118.286
Hospitalizations,New York State,2001,Month,2,Total,,1.697,22.1228,3340,1.75,22.816,119.286
Hospitalizations,New York State,2001,Month,3,AgeGroup,35+,3.682,43.3479,3704,3.74,44.043,119.484
Hospitalizations,New York State,2001,Month,3,Total,,1.896,22.3205,3732,1.96,23.027,120.387
Hospitalizations,New York State,2001,Month,4,AgeGroup,35+,3.613,43.953,3634,3.67,44.651,121.133
Hospitalizations,New York State,2001,Month,4,Total,,1.854,22.5606,3650,1.91,23.271,121.667
Hospitalizations,New York State,2001,Month,5,AgeGroup,35+,3.698,43.5442,3718,3.75,44.209,119.935
Hospitalizations,New York State,2001,Month,5,Total,,1.903,22.401,3743,1.96,23.094,120.742
Hospitalizations,New York State,2001,Month,6,AgeGroup,35+,3.42,41.6052,3438,3.47,42.243,114.6
Hospitalizations,New York State,2001,Month,6,Total,,1.76,21.41,3462,1.81,22.073,115.4
Hospitalizations,New York State,2001,Month,7,AgeGroup,35+,3.407,40.1122,3427,3.46,40.749,110.548
Hospitalizations,New York State,2001,Month,7,Total,,1.757,20.6912,3459,1.81,21.342,111.581
Hospitalizations,New York State,2001,Month,8,AgeGroup,35+,3.366,39.6335,3382,3.42,40.214,109.097
Hospitalizations,New York State,2001,Month,8,Total,,1.732,20.3939,3405,1.78,21.009,109.839
Hospitalizations,New York State,2001,Month,9,AgeGroup,35+,3.388,41.2234,3408,3.44,41.874,113.6
Hospitalizations,New York State,2001,Month,9,Total,,1.746,21.2397,3436,1.8,21.907,114.533
Hospitalizations,New York State,2001,Total,,Total,,21.931,21.9307,43156,22.62,22.615,118.236
Hospitalizations,New York State,2001-2003,AgeGroup,0-34,Total,,,,963,1.05,0.351,0.879
Hospitalizations,New York State,2001-2003,AgeGroup,35+,Total,,126.263,42.0876,128645,128.84,42.948,117.484
Hospitalizations,New York State,2001-2003,AgeGroup,35-44,Total,,,,5813,19.14,6.379,5.309
Hospitalizations,New York State,2001-2003,AgeGroup,45-54,Total,,,,16644,62.54,20.847,15.2
Hospitalizations,New York State,2001-2003,AgeGroup,55-64,Total,,,,23107,127.39,42.464,21.102
Hospitalizations,New York State,2001-2003,AgeGroup,65-74,Total,,,,28327,224.55,74.851,25.869
Hospitalizations,New York State,2001-2003,AgeGroup,75-84,Total,,,,33896,381.73,127.243,30.955
Hospitalizations,New York State,2001-2003,AgeGroup,85+,Total,,,,20858,646.51,215.502,19.048
Hospitalizations,New York State,2001-2003,Month,1,AgeGroup,35+,11.493,45.1063,11702,11.72,45.998,125.828
Hospitalizations,New York State,2001-2003,Month,1,Total,,5.921,23.2389,11795,6.17,24.196,126.828
Hospitalizations,New York State,2001-2003,Month,10,AgeGroup,35+,10.811,42.431,11015,11.03,43.298,118.441
Hospitalizations,New York State,2001-2003,Month,10,Total,,5.566,21.8434,11094,5.8,22.758,119.29
Hospitalizations,New York State,2001-2003,Month,11,AgeGroup,35+,10.192,41.3335,10387,10.4,42.19,115.411
Hospitalizations,New York State,2001-2003,Month,11,Total,,5.241,21.2562,10451,5.46,22.154,116.122
Hospitalizations,New York State,2001-2003,Month,12,AgeGroup,35+,11.375,44.6441,11596,11.61,45.582,124.688
Hospitalizations,New York State,2001-2003,Month,12,Total,,5.858,22.9899,11683,6.11,23.966,125.624
Hospitalizations,New York State,2001-2003,Month,2,AgeGroup,35+,10.029,43.5798,10221,10.24,44.481,121.679
Hospitalizations,New York State,2001-2003,Month,2,Total,,5.175,22.4848,10317,5.39,23.432,122.821
Hospitalizations,New York State,2001-2003,Month,3,AgeGroup,35+,10.706,42.0192,10909,10.93,42.881,117.301
Hospitalizations,New York State,2001-2003,Month,3,Total,,5.514,21.6403,10992,5.75,22.549,118.194
Hospitalizations,New York State,2001-2003,Month,4,AgeGroup,35+,10.565,42.8474,10768,10.78,43.738,119.644
Hospitalizations,New York State,2001-2003,Month,4,Total,,5.438,22.0526,10843,5.67,22.985,120.478
Hospitalizations,New York State,2001-2003,Month,5,AgeGroup,35+,10.875,42.6799,11082,11.1,43.561,119.161
Hospitalizations,New York State,2001-2003,Month,5,Total,,5.594,21.956,11154,5.83,22.881,119.935
Hospitalizations,New York State,2001-2003,Month,6,AgeGroup,35+,10.12,41.0441,10309,10.32,41.873,114.544
Hospitalizations,New York State,2001-2003,Month,6,Total,,5.211,21.1333,10385,5.43,22.014,115.389
Hospitalizations,New York State,2001-2003,Month,7,AgeGroup,35+,10.01,39.2868,10197,10.21,40.082,109.645
Hospitalizations,New York State,2001-2003,Month,7,Total,,5.157,20.2405,10278,5.37,21.084,110.516
Hospitalizations,New York State,2001-2003,Month,8,AgeGroup,35+,9.833,38.5933,10010,10.03,39.347,107.634
Hospitalizations,New York State,2001-2003,Month,8,Total,,5.067,19.8859,10091,5.27,20.7,108.505
Hospitalizations,New York State,2001-2003,Month,9,AgeGroup,35+,10.253,41.5804,10449,10.47,42.442,116.1
Hospitalizations,New York State,2001-2003,Month,9,Total,,5.279,21.4079,10525,5.5,22.31,116.944
Hospitalizations,New York State,2002,AgeGroup,0-34,Total,,,,318,0.35,0.348,0.871
Hospitalizations,New York State,2002,AgeGroup,35+,Total,,42.187,42.1874,42999,43.05,43.048,117.805
Hospitalizations,New York State,2002,AgeGroup,35-44,Total,,,,1956,6.43,6.435,5.359
Hospitalizations,New York State,2002,AgeGroup,45-54,Total,,,,5636,21.22,21.225,15.441
Hospitalizations,New York State,2002,AgeGroup,55-64,Total,,,,7775,42.69,42.693,21.301
Hospitalizations,New York State,2002,AgeGroup,65-74,Total,,,,9363,74.27,74.268,25.652
Hospitalizations,New York State,2002,AgeGroup,75-84,Total,,,,11326,127.29,127.288,31.03
Hospitalizations,New York State,2002,AgeGroup,85+,Total,,,,6943,215.69,215.69,19.022
Hospitalizations,New York State,2002,Month,1,AgeGroup,35+,3.834,45.1465,3904,3.91,46.018,125.935
Hospitalizations,New York State,2002,Month,1,Total,,1.977,23.2769,3938,2.06,24.228,127.032
Hospitalizations,New York State,2002,Month,10,AgeGroup,35+,3.583,42.1815,3654,3.66,43.072,117.871
Hospitalizations,New York State,2002,Month,10,Total,,1.845,21.7196,3681,1.92,22.647,118.742
Hospitalizations,New York State,2002,Month,11,AgeGroup,35+,3.457,42.0589,3522,3.53,42.899,117.4
Hospitalizations,New York State,2002,Month,11,Total,,1.78,21.6615,3549,1.85,22.562,118.3
Hospitalizations,New York State,2002,Month,12,AgeGroup,35+,3.845,45.2744,3926,3.93,46.278,126.645
Hospitalizations,New York State,2002,Month,12,Total,,1.978,23.2883,3951,2.06,24.308,127.452
Hospitalizations,New York State,2002,Month,2,AgeGroup,35+,3.385,44.1221,3454,3.46,45.076,123.357
Hospitalizations,New York State,2002,Month,2,Total,,1.742,22.7088,3478,1.82,23.69,124.214
Hospitalizations,New York State,2002,Month,3,AgeGroup,35+,3.574,42.0773,3636,3.64,42.859,117.29
Hospitalizations,New York State,2002,Month,3,Total,,1.842,21.6895,3667,1.92,22.561,118.29
Hospitalizations,New York State,2002,Month,4,AgeGroup,35+,3.422,41.6393,3488,3.49,42.485,116.267
Hospitalizations,New York State,2002,Month,4,Total,,1.765,21.4717,3519,1.84,22.372,117.3
Hospitalizations,New York State,2002,Month,5,AgeGroup,35+,3.633,42.7738,3706,3.71,43.684,119.548
Hospitalizations,New York State,2002,Month,5,Total,,1.867,21.9801,3726,1.95,22.924,120.194
Hospitalizations,New York State,2002,Month,6,AgeGroup,35+,3.354,40.8043,3417,3.42,41.62,113.9
Hospitalizations,New York State,2002,Month,6,Total,,1.727,21.0153,3443,1.8,21.889,114.767
Hospitalizations,New York State,2002,Month,7,AgeGroup,35+,3.43,40.3799,3494,3.5,41.186,112.71
Hospitalizations,New York State,2002,Month,7,Total,,1.764,20.7745,3517,1.84,21.638,113.452
Hospitalizations,New York State,2002,Month,8,AgeGroup,35+,3.265,38.4432,3326,3.33,39.205,107.29
Hospitalizations,New York State,2002,Month,8,Total,,1.68,19.7849,3349,1.75,20.604,108.032
Hospitalizations,New York State,2002,Month,9,AgeGroup,35+,3.406,41.4448,3472,3.48,42.29,115.733
Hospitalizations,New York State,2002,Month,9,Total,,1.755,21.3494,3499,1.83,22.245,116.633
Hospitalizations,New York State,2002,Total,,Total,,21.722,21.7225,43317,22.63,22.634,118.677
Hospitalizations,New York State,2002-2004,AgeGroup,0-34,Total,,,,962,1.06,0.352,0.878
Hospitalizations,New York State,2002-2004,AgeGroup,35+,Total,,122.847,40.9491,126647,125.91,41.969,115.554
Hospitalizations,New York State,2002-2004,AgeGroup,35-44,Total,,,,5819,19.39,6.464,5.309
Hospitalizations,New York State,2002-2004,AgeGroup,45-54,Total,,,,16121,59.93,19.977,14.709
Hospitalizations,New York State,2002-2004,AgeGroup,55-64,Total,,,,22989,121.77,40.59,20.975
Hospitalizations,New York State,2002-2004,AgeGroup,65-74,Total,,,,27266,216.88,72.294,24.878
Hospitalizations,New York State,2002-2004,AgeGroup,75-84,Total,,,,33292,371.6,123.865,30.376
Hospitalizations,New York State,2002-2004,AgeGroup,85+,Total,,,,21160,646.24,215.412,19.307
Hospitalizations,New York State,2002-2004,Month,1,AgeGroup,35+,11.191,43.9601,11536,11.47,45.052,124.043
Hospitalizations,New York State,2002-2004,Month,1,Total,,5.764,22.6411,11622,6.07,23.826,124.968
Hospitalizations,New York State,2002-2004,Month,10,AgeGroup,35+,10.444,41.0276,10767,10.7,42.049,115.774
Hospitalizations,New York State,2002-2004,Month,10,Total,,5.382,21.1412,10852,5.66,22.247,116.688
Hospitalizations,New York State,2002-2004,Month,11,AgeGroup,35+,9.929,40.3035,10238,10.18,41.315,113.756
Hospitalizations,New York State,2002-2004,Month,11,Total,,5.108,20.7364,10304,5.38,21.828,114.489
Hospitalizations,New York State,2002-2004,Month,12,AgeGroup,35+,11.172,43.8888,11531,11.46,45.032,123.989
Hospitalizations,New York State,2002-2004,Month,12,Total,,5.75,22.5864,11608,6.06,23.797,124.817
Hospitalizations,New York State,2002-2004,Month,2,AgeGroup,35+,9.774,42.007,10080,10.02,43.071,118.588
Hospitalizations,New York State,2002-2004,Month,2,Total,,5.047,21.6906,10180,5.31,22.834,119.765
Hospitalizations,New York State,2002-2004,Month,3,AgeGroup,35+,10.498,41.2377,10811,10.75,42.22,116.247
Hospitalizations,New York State,2002-2004,Month,3,Total,,5.414,21.2678,10906,5.69,22.358,117.269
Hospitalizations,New York State,2002-2004,Month,4,AgeGroup,35+,10.33,41.9313,10652,10.59,42.986,118.356
Hospitalizations,New York State,2002-2004,Month,4,Total,,5.321,21.5992,10733,5.6,22.737,119.256
Hospitalizations,New York State,2002-2004,Month,5,AgeGroup,35+,10.454,41.0676,10779,10.72,42.095,115.903
Hospitalizations,New York State,2002-2004,Month,5,Total,,5.375,21.1163,10842,5.66,22.227,116.581
Hospitalizations,New York State,2002-2004,Month,6,AgeGroup,35+,9.942,40.359,10249,10.19,41.36,113.878
Hospitalizations,New York State,2002-2004,Month,6,Total,,5.125,20.8022,10333,5.39,21.89,114.811
Hospitalizations,New York State,2002-2004,Month,7,AgeGroup,35+,9.59,37.6729,9884,9.83,38.6,106.28
Hospitalizations,New York State,2002-2004,Month,7,Total,,4.936,19.3918,9952,5.19,20.402,107.011
Hospitalizations,New York State,2002-2004,Month,8,AgeGroup,35+,9.516,37.3801,9801,9.74,38.276,105.387
Hospitalizations,New York State,2002-2004,Month,8,Total,,4.912,19.2965,9896,5.16,20.288,106.409
Hospitalizations,New York State,2002-2004,Month,9,AgeGroup,35+,10.008,40.6264,10319,10.26,41.642,114.656
